event,match,player_a,rank_a,player_b,rank_b,player_c,rank_c,player_d,rank_d
"Season 1, 1v1 League",T1 G21,FOMOF,1,Nevic,2,,,,
"Season 1, 1v1 League",T1 G22,FOMOF,1,Nevic,2,,,,
"Season 1, 1v1 League",T1 G23,ammorning,2,FOMOF,1,,,,
"Season 1, 1v1 League",T1 G24,ammorning,2,FOMOF,1,,,,
"Season 1, 1v1 League",T1 G25,N00dles,1,bbScythe,2,,,,
"Season 1, 1v1 League",T1 G26,N00dles,2,bbScythe,1,,,,
"Season 1, 1v1 League",T1 G27,Nevic,2,JoyDivision,1,,,,
"Season 1, 1v1 League",T1 G28,Nevic,2,JoyDivision,1,,,,
"Season 1, 1v1 League",T1 G29,Nevic,1,N00dles,2,,,,
"Season 1, 1v1 League",T1 G30,Nevic,2,N00dles,1,,,,
"Season 1, 1v1 League",T1 G31,FOMOF,2,JoyDivision,1,,,,
"Season 1, 1v1 League",T1 G32,FOMOF,2,JoyDivision,1,,,,
"Season 1, 1v1 League",T1 G33,ammorning,2,bbScythe,1,,,,
"Season 1, 1v1 League",T1 G34,ammorning,2,bbScythe,1,,,,
"Season 1, 1v1 League",T1 G35,JoyDivision,1,bbScythe,2,,,,
"Season 1, 1v1 League",T1 G36,JoyDivision,1,bbScythe,2,,,,
"Season 1, 1v1 League",T1 G37,N00dles,1,FOMOF,2,,,,
"Season 1, 1v1 League",T1 G38,N00dles,1,FOMOF,2,,,,
"Season 1, 1v1 League",T1 G39,ammorning,2,Nevic,1,,,,
"Season 1, 1v1 League",T1 G40,ammorning,1,Nevic,2,,,,
"Season 1, 1v1 League",T1 G41,ammorning,1,JoyDivision,2,,,,
"Season 1, 1v1 League",T1 G42,ammorning,2,JoyDivision,1,,,,
"Season 1, 1v1 League",T1 G43,FOMOF,1,bbScythe,2,,,,
"Season 1, 1v1 League",T1 G44,FOMOF,2,bbScythe,1,,,,
"Season 1, 1v1 League",T1 G45,N00dles,2,ammorning,1,,,,
"Season 1, 1v1 League",T1 G46,N00dles,1,ammorning,2,,,,
"Season 1, 1v1 League",T1 G47,bbScythe,2,Nevic,1,,,,
"Season 1, 1v1 League",T1 G48,bbScythe,1,Nevic,2,,,,
"Season 1, 1v1 League",T1 G49,JoyDivision,1,N00dles,2,,,,
"Season 1, 1v1 League",T1 G50,JoyDivision,2,N00dles,1,,,,
"Season 1, 1v1 League",T1 G51,FOMOF,1,ammorning,2,,,,
"Season 1, 1v1 League",T1 G52,FOMOF,2,ammorning,1,,,,
"Season 1, 1v1 League",T1 G53,bbScythe,1,N00dles,2,,,,
"Season 1, 1v1 League",T1 G54,bbScythe,2,N00dles,1,,,,
"Season 1, 1v1 League",T1 G55,Nevic,2,FOMOF,1,,,,
"Season 1, 1v1 League",T1 G56,Nevic,2,FOMOF,1,,,,
"Season 1, 1v1 League",T1 G57,JoyDivision,1,Nevic,2,,,,
"Season 1, 1v1 League",T1 G58,JoyDivision,1,Nevic,2,,,,
"Season 1, 1v1 League",T1 G59,bbScythe,1,ammorning,2,,,,
"Season 1, 1v1 League",T1 G60,bbScythe,1,ammorning,2,,,,
"Season 1, 1v1 League",T2 G1,AviDMeher,2,Prince Ali,1,,,,
"Season 1, 1v1 League",T2 G2,AviDMeher,2,Prince Ali,1,,,,
"Season 1, 1v1 League",T2 G3,clime,2,morewhales,1,,,,
"Season 1, 1v1 League",T2 G4,clime,2,morewhales,1,,,,
"Season 1, 1v1 League",T2 G5,Zottelschratz,1,Combat Bluffer,2,,,,
"Season 1, 1v1 League",T2 G6,Zottelschratz,2,Combat Bluffer,1,,,,
"Season 1, 1v1 League",T2 G7,nobadinohz,1,AviDMeher,2,,,,
"Season 1, 1v1 League",T2 G8,nobadinohz,2,AviDMeher,1,,,,
"Season 1, 1v1 League",T2 G9,Combat Bluffer,1,clime,2,,,,
"Season 1, 1v1 League",T2 G10,Combat Bluffer,1,clime,2,,,,
"Season 1, 1v1 League",T2 G11,morewhales,1,AviDMeher,2,,,,
"Season 1, 1v1 League",T2 G12,morewhales,2,AviDMeher,1,,,,
"Season 1, 1v1 League",T2 G13,Prince Ali,2,nobadinohz,1,,,,
"Season 1, 1v1 League",T2 G14,Prince Ali,1,nobadinohz,2,,,,
"Season 1, 1v1 League",T2 G15,Zottelschratz,2,morewhales,1,,,,
"Season 1, 1v1 League",T2 G16,Zottelschratz,1,morewhales,2,,,,
"Season 1, 1v1 League",T2 G17,clime,1,nobadinohz,2,,,,
"Season 1, 1v1 League",T2 G18,clime,1,nobadinohz,2,,,,
"Season 1, 1v1 League",T2 G19,Zottelschratz,1,Prince Ali,2,,,,
"Season 1, 1v1 League",T2 G20,Zottelschratz,1,Prince Ali,2,,,,
"Season 1, 1v1 League",T2 G21,Combat Bluffer,1,morewhales,2,,,,
"Season 1, 1v1 League",T2 G22,Combat Bluffer,2,morewhales,1,,,,
"Season 1, 1v1 League",T2 G23,AviDMeher,2,Zottelschratz,1,,,,
"Season 1, 1v1 League",T2 G24,AviDMeher,1,Zottelschratz,2,,,,
"Season 1, 1v1 League",T2 G25,Prince Ali,1,Combat Bluffer,2,,,,
"Season 1, 1v1 League",T2 G26,Prince Ali,1,Combat Bluffer,2,,,,
"Season 1, 1v1 League",T2 G27,nobadinohz,2,Zottelschratz,1,,,,
"Season 1, 1v1 League",T2 G28,nobadinohz,2,Zottelschratz,1,,,,
"Season 1, 1v1 League",T2 G29,AviDMeher,2,clime,1,,,,
"Season 1, 1v1 League",T2 G30,AviDMeher,2,clime,1,,,,
"Season 1, 1v1 League",T2 G31,morewhales,1,Prince Ali,2,,,,
"Season 1, 1v1 League",T2 G32,morewhales,2,Prince Ali,1,,,,
"Season 1, 1v1 League",T2 G33,nobadinohz,2,morewhales,1,,,,
"Season 1, 1v1 League",T2 G34,nobadinohz,2,morewhales,1,,,,
"Season 1, 1v1 League",T2 G35,AviDMeher,1,Combat Bluffer,2,,,,
"Season 1, 1v1 League",T2 G36,AviDMeher,2,Combat Bluffer,1,,,,
"Season 1, 1v1 League",T2 G37,clime,1,Zottelschratz,2,,,,
"Season 1, 1v1 League",T2 G38,clime,1,Zottelschratz,2,,,,
"Season 1, 1v1 League",T2 G39,Prince Ali,2,clime,1,,,,
"Season 1, 1v1 League",T2 G40,Prince Ali,2,clime,1,,,,
"Season 1, 1v1 League",T2 G41,Prince Ali,2,AviDMeher,1,,,,
"Season 1, 1v1 League",T2 G42,Prince Ali,2,AviDMeher,1,,,,
"Season 1, 1v1 League",T2 G43,morewhales,2,clime,1,,,,
"Season 1, 1v1 League",T2 G44,morewhales,1,clime,2,,,,
"Season 1, 1v1 League",T2 G45,Combat Bluffer,1,Zottelschratz,2,,,,
"Season 1, 1v1 League",T2 G46,Combat Bluffer,2,Zottelschratz,1,,,,
"Season 1, 1v1 League",T2 G47,nobadinohz,1,Combat Bluffer,2,,,,
"Season 1, 1v1 League",T2 G48,nobadinohz,1,Combat Bluffer,2,,,,
"Season 1, 1v1 League",T2 G49,clime,1,Combat Bluffer,2,,,,
"Season 1, 1v1 League",T2 G50,clime,1,Combat Bluffer,2,,,,
"Season 1, 1v1 League",T2 G51,AviDMeher,2,morewhales,1,,,,
"Season 1, 1v1 League",T2 G52,AviDMeher,1,morewhales,2,,,,
"Season 1, 1v1 League",T2 G53,nobadinohz,1,Prince Ali,2,,,,
"Season 1, 1v1 League",T2 G54,nobadinohz,2,Prince Ali,1,,,,
"Season 1, 1v1 League",T2 G55,Zottelschratz,2,AviDMeher,1,,,,
"Season 1, 1v1 League",T2 G56,Zottelschratz,1,AviDMeher,2,,,,
"Season 1, 1v1 League",T2 G57,nobadinohz,2,clime,1,,,,
"Season 1, 1v1 League",T2 G58,nobadinohz,1,clime,2,,,,
"Season 1, 1v1 League",T2 G59,Prince Ali,1,Zottelschratz,2,,,,
"Season 1, 1v1 League",T2 G60,Prince Ali,1,Zottelschratz,2,,,,
"Season 1, 1v1 League",T2 G61,morewhales,1,Combat Bluffer,2,,,,
"Season 1, 1v1 League",T2 G62,morewhales,2,Combat Bluffer,1,,,,
"Season 1, 1v1 League",T2 G63,AviDMeher,1,nobadinohz,2,,,,
"Season 1, 1v1 League",T2 G64,AviDMeher,2,nobadinohz,1,,,,
"Season 1, 1v1 League",T2 G65,Combat Bluffer,1,Prince Ali,2,,,,
"Season 1, 1v1 League",T2 G66,Combat Bluffer,1,Prince Ali,2,,,,
"Season 1, 1v1 League",T2 G67,Zottelschratz,1,nobadinohz,2,,,,
"Season 1, 1v1 League",T2 G68,Zottelschratz,1,nobadinohz,2,,,,
"Season 1, 1v1 League",T2 G69,clime,1,AviDMeher,2,,,,
"Season 1, 1v1 League",T2 G70,clime,1,AviDMeher,2,,,,
"Season 1, 1v1 League",T2 G71,morewhales,2,Zottelschratz,1,,,,
"Season 1, 1v1 League",T2 G72,morewhales,2,Zottelschratz,1,,,,
"Season 1, 1v1 League",T2 G73,morewhales,2,nobadinohz,1,,,,
"Season 1, 1v1 League",T2 G74,morewhales,1,nobadinohz,2,,,,
"Season 1, 1v1 League",T2 G75,Combat Bluffer,2,AviDMeher,1,,,,
"Season 1, 1v1 League",T2 G76,Combat Bluffer,1,AviDMeher,2,,,,
"Season 1, 1v1 League",T2 G77,Zottelschratz,1,clime,2,,,,
"Season 1, 1v1 League",T2 G78,Zottelschratz,1,clime,2,,,,
"Season 1, 1v1 League",T2 G79,Prince Ali,2,morewhales,1,,,,
"Season 1, 1v1 League",T2 G80,Prince Ali,2,morewhales,1,,,,
"Season 1, 1v1 League",T2 G81,clime,1,Prince Ali,2,,,,
"Season 1, 1v1 League",T2 G82,clime,1,Prince Ali,2,,,,
"Season 1, 1v1 League",T2 G83,Combat Bluffer,2,nobadinohz,1,,,,
"Season 1, 1v1 League",T2 G84,Combat Bluffer,2,nobadinohz,1,,,,
"Season 1, 1v1 League",T3 G1,Hugu,1,JoeyTyke,2,,,,
"Season 1, 1v1 League",T3 G2,Hugu,2,JoeyTyke,1,,,,
"Season 1, 1v1 League",T3 G3,Winteriscoming,1,releasethecralkin,2,,,,
"Season 1, 1v1 League",T3 G4,Winteriscoming,1,releasethecralkin,2,,,,
"Season 1, 1v1 League",T3 G5,Halloworhorcrux,1,bennyflips,2,,,,
"Season 1, 1v1 League",T3 G6,Halloworhorcrux,2,bennyflips,1,,,,
"Season 1, 1v1 League",T3 G7,WrathClaw,1,Hugu,2,,,,
"Season 1, 1v1 League",T3 G8,WrathClaw,1,Hugu,2,,,,
"Season 1, 1v1 League",T3 G9,bennyflips,2,Winteriscoming,1,,,,
"Season 1, 1v1 League",T3 G10,bennyflips,1,Winteriscoming,2,,,,
"Season 1, 1v1 League",T3 G11,releasethecralkin,1,Hugu,2,,,,
"Season 1, 1v1 League",T3 G12,releasethecralkin,1,Hugu,2,,,,
"Season 1, 1v1 League",T3 G13,JoeyTyke,2,WrathClaw,1,,,,
"Season 1, 1v1 League",T3 G14,JoeyTyke,2,WrathClaw,1,,,,
"Season 1, 1v1 League",T3 G15,Halloworhorcrux,2,releasethecralkin,1,,,,
"Season 1, 1v1 League",T3 G16,Halloworhorcrux,2,releasethecralkin,1,,,,
"Season 1, 1v1 League",T3 G17,Winteriscoming,2,WrathClaw,1,,,,
"Season 1, 1v1 League",T3 G18,Winteriscoming,2,WrathClaw,1,,,,
"Season 1, 1v1 League",T3 G19,Halloworhorcrux,1,JoeyTyke,2,,,,
"Season 1, 1v1 League",T3 G20,Halloworhorcrux,2,JoeyTyke,1,,,,
"Season 1, 1v1 League",T3 G21,bennyflips,1,releasethecralkin,2,,,,
"Season 1, 1v1 League",T3 G22,bennyflips,1,releasethecralkin,2,,,,
"Season 1, 1v1 League",T3 G23,Hugu,2,Halloworhorcrux,1,,,,
"Season 1, 1v1 League",T3 G24,Hugu,2,Halloworhorcrux,1,,,,
"Season 1, 1v1 League",T3 G25,JoeyTyke,2,bennyflips,1,,,,
"Season 1, 1v1 League",T3 G26,JoeyTyke,2,bennyflips,1,,,,
"Season 1, 1v1 League",T3 G27,WrathClaw,1,Halloworhorcrux,2,,,,
"Season 1, 1v1 League",T3 G28,WrathClaw,1,Halloworhorcrux,2,,,,
"Season 1, 1v1 League",T3 G29,Hugu,2,Winteriscoming,1,,,,
"Season 1, 1v1 League",T3 G30,Hugu,1,Winteriscoming,2,,,,
"Season 1, 1v1 League",T3 G31,releasethecralkin,2,JoeyTyke,1,,,,
"Season 1, 1v1 League",T3 G32,releasethecralkin,1,JoeyTyke,2,,,,
"Season 1, 1v1 League",T3 G33,WrathClaw,1,releasethecralkin,2,,,,
"Season 1, 1v1 League",T3 G34,WrathClaw,2,releasethecralkin,1,,,,
"Season 1, 1v1 League",T3 G35,Hugu,2,bennyflips,1,,,,
"Season 1, 1v1 League",T3 G36,Hugu,1,bennyflips,2,,,,
"Season 1, 1v1 League",T3 G37,Winteriscoming,2,Halloworhorcrux,1,,,,
"Season 1, 1v1 League",T3 G38,Winteriscoming,1,Halloworhorcrux,2,,,,
"Season 1, 1v1 League",T3 G39,JoeyTyke,1,Winteriscoming,2,,,,
"Season 1, 1v1 League",T3 G40,JoeyTyke,1,Winteriscoming,2,,,,
"Season 1, 1v1 League",T3 G41,JoeyTyke,1,Hugu,2,,,,
"Season 1, 1v1 League",T3 G42,JoeyTyke,2,Hugu,1,,,,
"Season 1, 1v1 League",T3 G43,releasethecralkin,1,Winteriscoming,2,,,,
"Season 1, 1v1 League",T3 G44,releasethecralkin,1,Winteriscoming,2,,,,
"Season 1, 1v1 League",T3 G45,bennyflips,1,Halloworhorcrux,2,,,,
"Season 1, 1v1 League",T3 G46,bennyflips,1,Halloworhorcrux,2,,,,
"Season 1, 1v1 League",T3 G47,WrathClaw,1,bennyflips,2,,,,
"Season 1, 1v1 League",T3 G48,WrathClaw,2,bennyflips,1,,,,
"Season 1, 1v1 League",T3 G49,Winteriscoming,1,bennyflips,2,,,,
"Season 1, 1v1 League",T3 G50,Winteriscoming,2,bennyflips,1,,,,
"Season 1, 1v1 League",T3 G51,Hugu,2,releasethecralkin,1,,,,
"Season 1, 1v1 League",T3 G52,Hugu,2,releasethecralkin,1,,,,
"Season 1, 1v1 League",T3 G53,WrathClaw,1,JoeyTyke,2,,,,
"Season 1, 1v1 League",T3 G54,WrathClaw,1,JoeyTyke,2,,,,
"Season 1, 1v1 League",T3 G55,Halloworhorcrux,1,Hugu,2,,,,
"Season 1, 1v1 League",T3 G56,Halloworhorcrux,1,Hugu,2,,,,
"Season 1, 1v1 League",T3 G57,WrathClaw,1,Winteriscoming,2,,,,
"Season 1, 1v1 League",T3 G58,WrathClaw,2,Winteriscoming,1,,,,
"Season 1, 1v1 League",T3 G59,JoeyTyke,2,Halloworhorcrux,1,,,,
"Season 1, 1v1 League",T3 G60,JoeyTyke,1,Halloworhorcrux,2,,,,
"Season 1, 1v1 League",T3 G61,releasethecralkin,1,bennyflips,2,,,,
"Season 1, 1v1 League",T3 G62,releasethecralkin,2,bennyflips,1,,,,
"Season 1, 1v1 League",T3 G63,Hugu,1,WrathClaw,2,,,,
"Season 1, 1v1 League",T3 G64,Hugu,2,WrathClaw,1,,,,
"Season 1, 1v1 League",T3 G65,bennyflips,1,JoeyTyke,2,,,,
"Season 1, 1v1 League",T3 G66,bennyflips,2,JoeyTyke,1,,,,
"Season 1, 1v1 League",T3 G67,Halloworhorcrux,2,WrathClaw,1,,,,
"Season 1, 1v1 League",T3 G68,Halloworhorcrux,2,WrathClaw,1,,,,
"Season 1, 1v1 League",T3 G69,Winteriscoming,1,Hugu,2,,,,
"Season 1, 1v1 League",T3 G70,Winteriscoming,1,Hugu,2,,,,
"Season 1, 1v1 League",T3 G71,releasethecralkin,1,Halloworhorcrux,2,,,,
"Season 1, 1v1 League",T3 G72,releasethecralkin,2,Halloworhorcrux,1,,,,
"Season 1, 1v1 League",T3 G73,releasethecralkin,2,WrathClaw,1,,,,
"Season 1, 1v1 League",T3 G74,releasethecralkin,2,WrathClaw,1,,,,
"Season 1, 1v1 League",T3 G75,bennyflips,2,Hugu,1,,,,
"Season 1, 1v1 League",T3 G76,bennyflips,2,Hugu,1,,,,
"Season 1, 1v1 League",T3 G77,Halloworhorcrux,1,Winteriscoming,2,,,,
"Season 1, 1v1 League",T3 G78,Halloworhorcrux,1,Winteriscoming,2,,,,
"Season 1, 1v1 League",T3 G79,JoeyTyke,2,releasethecralkin,1,,,,
"Season 1, 1v1 League",T3 G80,JoeyTyke,2,releasethecralkin,1,,,,
"Season 1, 1v1 League",T3 G81,Winteriscoming,2,JoeyTyke,1,,,,
"Season 1, 1v1 League",T3 G82,Winteriscoming,2,JoeyTyke,1,,,,
"Season 1, 1v1 League",T3 G83,bennyflips,2,WrathClaw,1,,,,
"Season 1, 1v1 League",T3 G84,bennyflips,2,WrathClaw,1,,,,
"Season 1, 1v1 League",T4 G1,loveable tofosi,1,judicium,2,,,,
"Season 1, 1v1 League",T4 G2,loveable tofosi,2,judicium,1,,,,
"Season 1, 1v1 League",T4 G3,Scuri,2,Fresh Meat,1,,,,
"Season 1, 1v1 League",T4 G4,Scuri,2,Fresh Meat,1,,,,
"Season 1, 1v1 League",T4 G5,Underdoggo,1,adityakarthik,2,,,,
"Season 1, 1v1 League",T4 G6,Underdoggo,2,adityakarthik,1,,,,
"Season 1, 1v1 League",T4 G7,Fresh Meat,1,loveable tofosi,2,,,,
"Season 1, 1v1 League",T4 G8,Fresh Meat,1,loveable tofosi,2,,,,
"Season 1, 1v1 League",T4 G9,judicium,2,adityakarthik,1,,,,
"Season 1, 1v1 League",T4 G10,judicium,1,adityakarthik,2,,,,
"Season 1, 1v1 League",T4 G11,Scuri,2,judicium,1,,,,
"Season 1, 1v1 League",T4 G12,Scuri,2,judicium,1,,,,
"Season 1, 1v1 League",T4 G13,loveable tofosi,2,Underdoggo,1,,,,
"Season 1, 1v1 League",T4 G14,loveable tofosi,2,Underdoggo,1,,,,
"Season 1, 1v1 League",T4 G15,Fresh Meat,1,judicium,2,,,,
"Season 1, 1v1 League",T4 G16,Fresh Meat,1,judicium,2,,,,
"Season 1, 1v1 League",T4 G17,adityakarthik,1,Scuri,2,,,,
"Season 1, 1v1 League",T4 G18,adityakarthik,1,Scuri,2,,,,
"Season 1, 1v1 League",T4 G19,Underdoggo,1,Scuri,2,,,,
"Season 1, 1v1 League",T4 G20,Underdoggo,1,Scuri,2,,,,
"Season 1, 1v1 League",T4 G21,adityakarthik,1,loveable tofosi,2,,,,
"Season 1, 1v1 League",T4 G22,adityakarthik,1,loveable tofosi,2,,,,
"Season 1, 1v1 League",T4 G23,Underdoggo,1,judicium,2,,,,
"Season 1, 1v1 League",T4 G24,Underdoggo,1,judicium,2,,,,
"Season 1, 1v1 League",T4 G25,adityakarthik,2,Fresh Meat,1,,,,
"Season 1, 1v1 League",T4 G26,adityakarthik,2,Fresh Meat,1,,,,
"Season 1, 1v1 League",T4 G27,loveable tofosi,1,Scuri,2,,,,
"Season 1, 1v1 League",T4 G28,loveable tofosi,2,Scuri,1,,,,
"Season 1, 1v1 League",T4 G29,judicium,1,loveable tofosi,2,,,,
"Season 1, 1v1 League",T4 G30,judicium,2,loveable tofosi,1,,,,
"Season 1, 1v1 League",T4 G31,Fresh Meat,1,Scuri,2,,,,
"Season 1, 1v1 League",T4 G32,Fresh Meat,1,Scuri,2,,,,
"Season 1, 1v1 League",T4 G33,Underdoggo,2,Fresh Meat,1,,,,
"Season 1, 1v1 League",T4 G34,Underdoggo,2,Fresh Meat,1,,,,
"Season 1, 1v1 League",T4 G35,loveable tofosi,2,Fresh Meat,1,,,,
"Season 1, 1v1 League",T4 G36,loveable tofosi,2,Fresh Meat,1,,,,
"Season 1, 1v1 League",T4 G37,adityakarthik,1,judicium,2,,,,
"Season 1, 1v1 League",T4 G38,adityakarthik,1,judicium,2,,,,
"Season 1, 1v1 League",T4 G39,Scuri,1,adityakarthik,2,,,,
"Season 1, 1v1 League",T4 G40,Scuri,1,adityakarthik,2,,,,
"Season 1, 1v1 League",T4 G41,Underdoggo,1,loveable tofosi,2,,,,
"Season 1, 1v1 League",T4 G42,Underdoggo,1,loveable tofosi,2,,,,
"Season 1, 1v1 League",T4 G43,judicium,2,Fresh Meat,1,,,,
"Season 1, 1v1 League",T4 G44,judicium,2,Fresh Meat,1,,,,
"Season 1, 1v1 League",T4 G45,adityakarthik,2,Underdoggo,1,,,,
"Season 1, 1v1 League",T4 G46,adityakarthik,2,Underdoggo,1,,,,
"Season 1, 1v1 League",T4 G47,Scuri,2,Underdoggo,1,,,,
"Season 1, 1v1 League",T4 G48,Scuri,2,Underdoggo,1,,,,
"Season 1, 1v1 League",T4 G49,loveable tofosi,2,adityakarthik,1,,,,
"Season 1, 1v1 League",T4 G50,loveable tofosi,2,adityakarthik,1,,,,
"Season 1, 1v1 League",T4 G51,judicium,2,Scuri,1,,,,
"Season 1, 1v1 League",T4 G52,judicium,1,Scuri,2,,,,
"Season 1, 1v1 League",T4 G53,judicium,2,Underdoggo,1,,,,
"Season 1, 1v1 League",T4 G54,judicium,2,Underdoggo,1,,,,
"Season 1, 1v1 League",T4 G55,Fresh Meat,1,adityakarthik,2,,,,
"Season 1, 1v1 League",T4 G56,Fresh Meat,1,adityakarthik,2,,,,
"Season 1, 1v1 League",T4 G57,Scuri,2,loveable tofosi,1,,,,
"Season 1, 1v1 League",T4 G58,Scuri,1,loveable tofosi,2,,,,
"Season 1, 1v1 League",T4 G59,Fresh Meat,1,Underdoggo,2,,,,
"Season 1, 1v1 League",T4 G60,Fresh Meat,1,Underdoggo,2,,,,
May 2022 Mashup,R1 A1,Mr. Der,2,Kölsch,2,morewhales,1,,
May 2022 Mashup,R1 A2,Mr. Der,2,Kölsch,2,morewhales,1,,
May 2022 Mashup,R1 B1,FOMOF,1,nobadinohz,2,KingRob,2,,
May 2022 Mashup,R1 B2,FOMOF,1,nobadinohz,2,KingRob,2,,
May 2022 Mashup,R1 C1,echostaffel,2,Scuri,2,N00dles,1,,
May 2022 Mashup,R1 C2,echostaffel,2,Scuri,2,N00dles,1,,
May 2022 Mashup,R1 D1,bearly_trying,1,Prince Ali,2,LYB,2,,
May 2022 Mashup,R1 D2,bearly_trying,1,Prince Ali,2,LYB,2,,
May 2022 Mashup,R1 E1,AviDMeher,1,loveable tofosi,2,rabenjamain16,2,,
May 2022 Mashup,R1 E2,AviDMeher,1,loveable tofosi,2,rabenjamain16,2,,
May 2022 Mashup,R1 F1,Germy,2,AxlPrototype,1,bennyflips,2,,
May 2022 Mashup,R1 F2,Germy,2,AxlPrototype,1,bennyflips,2,,
May 2022 Mashup,R1 G1,moerichuk,2,Winteriscoming,1,Fllyingmustang,2,,
May 2022 Mashup,R1 G2,moerichuk,2,Winteriscoming,1,Fllyingmustang,2,,
May 2022 Mashup,R1 H1,JoeyTyke,2,Halloworhorcrux,1,Awedish,2,,
May 2022 Mashup,R1 H2,JoeyTyke,2,Halloworhorcrux,2,Awedish,1,,
May 2022 Mashup,R1 I1,releasethecralkin,2,Zottelschratz,2,poserLX,1,,
May 2022 Mashup,R1 I2,releasethecralkin,2,Zottelschratz,2,poserLX,1,,
May 2022 Mashup,R1 J1,Fresh Meat,2,JoyDivision,1,Hugu,2,,
May 2022 Mashup,R1 J2,Fresh Meat,2,JoyDivision,1,Hugu,2,,
May 2022 Mashup,R1 K1,Nevic,1,judicium,2,Gharr,2,,
May 2022 Mashup,R1 K2,Nevic,1,judicium,2,Gharr,2,,
May 2022 Mashup,R1 L1,clime,1,adityakarthik,2,Svaho,2,,
May 2022 Mashup,R1 L2,clime,2,adityakarthik,2,Svaho,1,,
May 2022 Mashup,R2 A1,AxlPrototype,2,FOMOF,2,bearly_trying,1,,
May 2022 Mashup,R2 A2,AxlPrototype,2,FOMOF,2,bearly_trying,1,,
May 2022 Mashup,R2 B1,morewhales,2,Winteriscoming,2,poserLX,1,,
May 2022 Mashup,R2 B2,morewhales,1,Winteriscoming,2,poserLX,2,,
May 2022 Mashup,R2 C1,N00dles,2,AviDMeher,1,Nevic,2,,
May 2022 Mashup,R2 C2,N00dles,2,AviDMeher,2,Nevic,1,,
May 2022 Mashup,R2 D1,JoyDivision,1,Halloworhorcrux,2,Svaho,2,,
May 2022 Mashup,R2 D2,JoyDivision,1,Halloworhorcrux,2,Svaho,2,,
May 2022 Mashup,R2 E1,clime,2,Awedish,1,judicium,2,,
May 2022 Mashup,R2 E2,clime,1,Awedish,2,judicium,2,,
May 2022 Mashup,R2 F1,moerichuk,2,Prince Ali,2,echostaffel,1,,
May 2022 Mashup,R2 F2,moerichuk,2,Prince Ali,1,echostaffel,2,,
May 2022 Mashup,R2 G1,Fresh Meat,1,KingRob,2,bennyflips,2,,
May 2022 Mashup,R2 G2,Fresh Meat,1,KingRob,2,bennyflips,2,,
May 2022 Mashup,R2 H1,Mr. Der,2,Hugu,1,loveable tofosi,2,,
May 2022 Mashup,R2 H2,Mr. Der,1,Hugu,2,loveable tofosi,2,,
May 2022 Mashup,R2 I1,Zottelschratz,1,rabenjamain16,2,Gharr,2,,
May 2022 Mashup,R2 I2,Zottelschratz,1,rabenjamain16,2,Gharr,2,,
May 2022 Mashup,R2 J1,releasethecralkin,2,Scuri,2,Kölsch,1,,
May 2022 Mashup,R2 J2,releasethecralkin,2,Scuri,2,Kölsch,1,,
May 2022 Mashup,R2 K1,JoeyTyke,2,Germy,1,nobadinohz,2,,
May 2022 Mashup,R2 K2,JoeyTyke,2,Germy,1,nobadinohz,2,,
May 2022 Mashup,R2 L1,adityakarthik,2,Fllyingmustang,1,LYB,2,,
May 2022 Mashup,R2 L2,adityakarthik,1,Fllyingmustang,2,LYB,2,,
May 2022 Mashup,R3 A1,JoyDivision,2,bearly_trying,2,morewhales,1,,
May 2022 Mashup,R3 A2,JoyDivision,2,bearly_trying,2,morewhales,1,,
May 2022 Mashup,R3 B1,AviDMeher,2,poserLX,1,Fresh Meat,2,,
May 2022 Mashup,R3 B2,AviDMeher,2,poserLX,1,Fresh Meat,2,,
May 2022 Mashup,R3 C1,Nevic,2,AxlPrototype,1,Awedish,2,,
May 2022 Mashup,R3 C2,Nevic,2,AxlPrototype,1,Awedish,2,,
May 2022 Mashup,R3 D1,FOMOF,2,Winteriscoming,2,N00dles,1,,
May 2022 Mashup,R3 D2,FOMOF,1,Winteriscoming,2,N00dles,2,,
May 2022 Mashup,R3 E1,Kölsch,2,clime,2,Zottelschratz,1,,
May 2022 Mashup,R3 E2,Kölsch,1,clime,2,Zottelschratz,2,,
May 2022 Mashup,R3 F1,echostaffel,2,Germy,1,Halloworhorcrux,2,,
May 2022 Mashup,R3 F2,echostaffel,2,Germy,2,Halloworhorcrux,1,,
May 2022 Mashup,R3 G1,Mr. Der,2,Prince Ali,2,Fllyingmustang,1,,
May 2022 Mashup,R3 G2,Mr. Der,1,Prince Ali,2,Fllyingmustang,2,,
May 2022 Mashup,R3 H1,Svaho,2,Hugu,2,releasethecralkin,1,,
May 2022 Mashup,R3 H2,Svaho,2,Hugu,2,releasethecralkin,1,,
May 2022 Mashup,R3 I1,adityakarthik,1,loveable tofosi,2,moerichuk,2,,
May 2022 Mashup,R3 I2,adityakarthik,2,loveable tofosi,2,moerichuk,1,,
May 2022 Mashup,R3 J1,Gharr,2,KingRob,2,JoeyTyke,1,,
May 2022 Mashup,R3 J2,Gharr,2,KingRob,2,JoeyTyke,1,,
May 2022 Mashup,R3 K1,rabenjamain16,2,judicium,2,bennyflips,1,,
May 2022 Mashup,R3 K2,rabenjamain16,2,judicium,2,bennyflips,1,,
May 2022 Mashup,R3 L1,nobadinohz,1,Scuri,2,LYB,2,,
May 2022 Mashup,R3 L2,nobadinohz,2,Scuri,1,LYB,2,,
May 2022 Mashup,R4 A1,morewhales,1,AxlPrototype,2,AviDMeher,2,,
